BNDKTNHOCH,HochBenediktenwand,,47.65325,11.46544,20000
MIESING,Miesing,,47.6578816,11.9412954,1885
WANK,Wank,,47.50677,11.14389,1780
HSEEBLAS,Hoher Seeblaskogel,,47.0956001,11.0748396,3235
KAMP,Kampenwand,,47.7545850,12.3584183,1525
AGSSHR,Agassizhorn,,46.54662,8.1144,3946
AGSSZJ,Agassizjoch,,46.54399,8.11724,3749
AGRINT,Agrient,,46.36586,9.92523,3945.1
AHORNKGL,Ahornkogel,,47.63953,13.81539,1686
AHRBRK,Ahrbrücke bei Ahrschleife,südlich des Langfig,50.50833,6.99786,163
AGLSDT,Aig. du Tour,,45.99439,7.01032,3540
NTRTETE,Aig. Nord de Tre la Tete,,45.79823,6.81148,3891
AGAGNT,Aiguille d'Argentière,,45.95981,7.02035,3901
AGLDCB,Aiguille de la Cabane,,46.00657,7.06801,2999
AGLDLT,Aiguille de la Tsa,,46.02154,7.52218,3668
AGLDVR,Aiguille de la Verappe,,45.9828,7.03359,3519
AGRNMN,Aiguille des Grands Montets,,45.94815,6.96021,3297
AGCHRD,Aiguille du Chardonnet,,45.96882,7.00144,3824
AGLJVL,Aiguille Javelle,,45.98526,7.04209,3400
APRTSC,Aiguille Purtscheller,,45.99144,7.01236,3475
AGLSNN,Aiguille Sans Nom,,45.98362,7.03888,3444
AGLSDL,Aiguilles de la Le,,46.09549,7.60195,3179
AGLSDR,Aiguilles Dorees,,45.9828,7.03359,3518
AGLSDT,Aiguilles du Tour,,45.9944,7.01014,3540
AGLRGA,Aiguilles Rouges d'Arolla,,46.05549,7.43347,3646
AIPLSP,Aiplspitz,Aiplspitz Gipfelkreuz,47.67318,11.92368,1758
ALBKL7,Albaumer Klippen,hohe Felsgruppe,51.05939,8.12965,535
ALBKL8,Albaumer Klippen,hohe Felsen; "Vorgipfel" der Felsen mit Gipfelkreuz,51.05935,8.1301,538
ALBER,Alberschwende,,47.4515,9.83089,721
ALBAHS,Albert-Appel-Haus,,47.692,13.87317,1640
ALBLPLAN,Alblplan,,47.6273,14.1103,-9999
ALDRNS,Aldrans,,47.25271,11.44675,760
ALETSH,Aletschhorn,,46.46514,7.99387,4195
ALLNHR,Allalinhorn,,46.04602,7.89453,4027
ALNPSS,Allalinpass,,46.0385,7.88672,3564
ALRLSP,Allerleigrubenspitze,,46.99427,11.42351,2131
ALMGLH,Almagellhorn,,46.08668,7.99429,3327
ALMBERG,Almberg,,47.65615,13.86268,-9999
ALMBLO,Almbergloch,Höhle,47.65535,13.85637,-9999
ALMKOGEL,Almkogel,,47.61967,14.09336,2116
ALMSEE,Almsee,,47.74767,13.95567,589
KOEPFL,Almtaler Köpfl,,47.71856,14.03971,2204
ALPINSCH,Alpeinerscharte,Alpeinerscharte ;trail 502;Geraer Htt. - Olperer Htt,47.03757,11.64967,2968.1
ALPHBL,Alphubel,,46.06287,7.86405,4206
ALPGLN,Alpiglen,Station,46.60022,8.00192,1608
ALPLAL,Alpila Alpe,,47.05083,9.87725,1686
ALPALP,Alpilaalpe,,47.0508,9.87743,1699
ALPSTC,Alpistock,,46.5948,8.28192,2890
ALPKOPF,Alpkopf,,47.32906,9.77514,1788
ALPLHS,Alplhaus,,47.34197,11.01737,1506
ALPSP,Alpspitze,,47.42952,11.04777,2627.3
